,SMILES,Kow
379,FC(F)(Cl)C(F)(Cl)Cl,3.16
380,FC(F)(F)C(F)(F)F,2.0
381,CC1(C)C2CCC1(C)C(=O)C2,2.38
382,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,2.53
383,COC(F)(F)C(Cl)Cl,2.21
384,CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,0.83
385,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,2.38
386,ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,6.1
387,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])C=C[C@@H]2O,1.19
388,C=CCC1(C2CCC=C2)C(=O)NC(=O)NC1=O,1.51
389,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,1.97
390,CCCC(C)C1(CC)C(=O)NC(O)=NC1=O,2.1
391,CCCC(C)C1(CC)C(=O)NC(S)=NC1=O,2.85
392,CCC1(C(C)C)C(=O)NC(=O)NC1=O,0.97
393,ClC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,5.25
394,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,3.68
395,OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,2.3
396,CC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,0.91
397,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,3.93
398,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,1.15
399,[H][C@@]12CC[C@@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)[C@@H](O)C=C[C@@]21OC3=O,0.24
400,CN1CC[C@]23CCCC[C@H]2[C@H]1CC1=C3C=C(O)C=C1,3.11
401,OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1,2.89
402,C1CCN(CC1)C1(CCCCC1)C1=CC=CC=C1,4.69
403,CCC(=O)O[C@@]1(CCN(C)C[C@@H]1C)C1=CC=CC=C1,2.83
404,CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,1.9
405,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,3.23
406,CCCCC1(CC)C(=O)NC(=O)NC1=O,1.73
407,CCCCCCC1(CC)C(=O)NC(=O)NC1=O,2.46
408,CCC1(CC)C(=O)NC(=S)NC1=O,1.5
409,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,0.85
410,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,5.04
411,CCC(Br)(CC)C(=O)NC(N)=O,1.54
412,CCC1(C)CC(=O)NC1=O,0.38
413,CC1(C)NC(=O)NC1=O,-0.48
414,CCOP(=O)(C#N)N(C)C,0.38
415,OC(=O)CC(O)(CC(O)=O)C(O)=O,-1.64
416,CCC(CO)(CO)CO,-1.48
417,OC1(CCCCC1)C#C,1.73
418,CCOP(=O)(CC)OCC,0.66
419,CCOP(=O)(OCC)OCC,0.8
420,CCCCSP(=O)(SCCCC)SCCCC,5.7
421,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,3.75
422,CC1=CC(=O)CC(C)(C)C1,1.7
423,CCO[Si](C)(C)OCC,0.61
424,CC(C)(N=NC(C)(C)C#N)C#N,1.1
425,CC(C)=CCCC(C)(O)C=C,2.97
426,CC(=C)C=C,2.42
427,CC(C)CN,0.73
428,CC(C)C#N,0.46
429,CC(C)CO,0.76
430,CCC(C)Cl,2.33
431,CC(Cl)CCl,1.98
432,CCC(C)O,0.61
433,CCC(C)=O,0.29
434,CC(O)CN,-0.96
435,CC(O)C#N,-0.94
436,ClCC(Cl)Cl,1.89
437,ClC=C(Cl)Cl,2.42
438,CCC(N)=O,-0.66
439,NC(=O)C=C,-0.67
440,NC(=O)CCl,-0.53
441,OC(=O)CBr,0.41
442,CCC(O)=O,0.33
443,OC(=O)C=C,0.35
444,OC(=O)CCl,0.22
445,OCC(O)=O,-1.11
446,CNC(C)=O,-1.05
447,COC(C)=O,0.18
448,CC[N+]([O-])=O,0.18
449,CC(C)C(C)C,3.42
450,CC(C)C(O)=O,0.94
451,CC(=C)C(N)=O,-1.11
452,CC(=C)C(O)=O,0.93
453,OC(=O)C(Cl)Cl,0.92
454,CC(C)[N+]([O-])=O,0.93
455,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,-0.9
456,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,3.32
457,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,0.97
458,CN(N=O)S(=O)(=O)C1=CC=C(C)C=C1,0.58
459,NNS(=O)(=O)C1=CC=CC=C1,-0.14
460,CC(=O)OC(C)(C)C1CCC(C)=CC1,3.96
461,COC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=N1,0.32
462,CCOS(=O)(=O)C1=CC=C(C)C=C1,1.81
463,CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,5.5
464,CCC(Br)C(O)=O,1.42
465,COC(=O)C(C)=C,1.38
466,CN(C)C(=N)N(C)C,0.41
467,NC1=C2C=CC=CC2=CC=C1S(O)(=O)=O,-0.97
468,O=C1NS(=O)(=O)C2=C1C=CC=C2,0.91
469,NC1=CC(=C(C=CC2=C(C=C(N)C=C2)S(O)(=O)=O)C=C1)S(O)(=O)=O,-1.7
470,CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,4.3
471,NC1=CC=C2C=CC=CC2=C1S(O)(=O)=O,-1.16
472,CC1=CC=CC(C)=C1[N+]([O-])=O,2.95
473,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O,2.02
474,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,2.7
475,[Cl-].CCN(CC)C1=CC2=[O+]C3=C(C=CC(=C3)N(CC)CC)C(=C2C=C1)C1=C(C=CC=C1)C(O)=O,1.95
476,OCC1=CC=CC=C1C(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,3.27
477,O=C1C2=CC=CC=C2C2=C3C(C=CC=C13)=CC=C2,4.81
478,OC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12,2.23
479,CNC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=CC=C1,4.1
480,NC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=CC=C1,3.74
481,O=C(C(C1=CC=CC=C1)C1=CC=CC=C1)C1C(=O)C2=C(C=CC=C2)C1=O,4.27
482,[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,4.64
483,O=C1C(=O)C2=CC=CC3=C2C1=CC=C3,1.95
484,OC(=O)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,4.64
485,O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1,2.9
486,O=C1CCC(=O)N1C1=CC=CC=C1,0.06
487,C1CC2=C3C1=CC=CC3=CC=C2,3.92
488,CC1=CNC2=C1C=CC=C2,2.6
489,CC1=C(O)C(=CC=C1)C(O)=O,2.86
490,CC1=CC=CC(=C1C)[N+]([O-])=O,2.83
491,CC1=C(C=CC=C1Cl)[N+]([O-])=O,3.09
492,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,3.5
493,CN1C=CC(=O)C2=CC=CC=C12,0.44
494,OC1=CC=CC2=C(O)C=CC=C12,1.94
495,CN1C=NC2=C1C(=O)NC(=O)N2C,-0.78
496,OC1=CC(=O)C2=CC=CC=C2C1=O,1.38
497,[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=CC=C3O[C@H](CC3=C1O2)C(C)=C,4.1
498,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)C1=NC(=O)NC(=O)C1=N2,-1.46
499,CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1,3.77
500,CCN(CC)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,6.46
501,NC(=O)C1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,4.44
502,O=C1C(=O)C2=C(C=CC=C2)C2=C1C=CC=C2,2.52
503,CCC1=CC2=C(C=C1)C(=O)C1=C(C=CC=C1)C2=O,4.37
504,O=C1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2,3.39
505,CCOC(=O)C1=CC=CC=C1C(=O)OCC,2.42
506,CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,4.11
507,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,4.5
508,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,6.82
509,CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCC,9.05
510,OC1=C2C=CC=CC2=C(C=C1)S(O)(=O)=O,-0.44
511,CC(CN(C)C)CN1C2=CC=CC=C2SC2=C1C=CC=C2,4.71
512,CN1CCN(CCCN2C3=C(SC4=C2C=CC=C4)C=CC=C3)CC1,4.0
513,C1=CC2=C(C=C1)C1=C(C=CC=C1)C=C2,4.46
514,C1=CC=C2C(C=CC3=C2C=CC=N3)=C1,3.43
515,CN1C2=C(NC(Cl)=N2)C(=O)N(C)C1=O,-0.85
516,OC(=O)CC1=C(Cl)C=CC(Cl)=C1Cl,3.2
517,O=C1NC(=O)C2=C1C=CC=C2,1.15
518,O=C1OC(=O)C2=C1C=CC=C2,1.6
519,COC1=C(C=CC=C1N)[N+]([O-])=O,1.78
520,CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,4.73
521,CCCCOC1=CC(C(=O)NCCN(CC)CC)=C2C=CC=CC2=N1,4.4
522,COC1=CC(=C2N=CC=CC2=C1)[N+]([O-])=O,1.87
523,CCN1C2=CC=CC=C2C2=C1C=CC=C2,4.49
524,O=NN(C1=CC=CC=C1)C1=CC=CC=C1,3.13
525,CCN1C(=O)NC(C1=O)C1=CC=CC=C1,1.05
526,[Cl-].C[N+]1=C2C=C(N)C=CC2=CC2=C1C=C(N)C=C2,-1.78
527,COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O,2.75
528,NNC1=NN=CC2=CC=CC=C12,1.0
529,OC(=O)C1=C2C=CC=CC2=CC=C1,3.1
530,CN(C)C1=C2C=CC=CC2=CC=C1,3.46
531,[O-][N+](=O)C1=C2C=CC=CC2=CC=C1,3.19
532,C1C2=C(C=CC=C2)C2=C1C=CC=C2,4.18
533,N1C2=CC=CC=C2C2=C1C=CC=C2,3.72
534,COC1=CC(C=O)=CC(OC)=C1OC,1.39
535,OC(=O)CC1=C2C=CC=CC2=CC=C1,2.24
536,NC(=S)NC1=C2C=CC=CC2=CC=C1,1.65
537,O=C1NC(=O)C2=CC=CC=C2N1,0.77
538,ClC1=CC=C2C(Cl)=CC=NC2=C1,3.57
539,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O,2.09
540,OC1=C(C=CC=C1)C(=O)NC1=CC=CC=C1,3.27
541,CCOC(=O)C1=C(N)C=CC=C1,2.57
542,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,1.31
543,COC1=C(Cl)C=C(Cl)C=C1Cl,4.11
544,O=C1OCC2=CC=CC=C12,0.8
545,OC(=O)CC1=CNC2=C1C=CC=C2,1.41
546,ClC1=CC=CC(Cl)=C1Cl,4.05
547,CC1=CC=CC(C)=C1N,1.84
548,CC1=C(O)C(Cl)=CC=C1,2.8
549,OC1=C(Cl)C=CC=C1Cl,2.75
550,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,4.78
551,BrC1=C(Br)C(Br)=C(Br)C(Br)=C1Br,6.07
552,ClC1C(Br)C(Br)C(Br)C(Br)C1Br,4.72
553,CC1=C(C)C(C)=C(C)C(C)=C1C,5.11
554,OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,5.12
555,CCOC(=O)[C@H](O)[C@@H](O)C(=O)OCC,-0.29
556,CC1=CC(O)=CC(C)=C1Cl,3.27
557,OC1=C(Cl)C=C(Cl)C=C1Cl,3.69
558,CCC(CC)C(O)=O,1.68
559,C=CN1CCCC1=O,0.37
560,OC(=O)C1=CSC=C1,1.5
561,OC(=O)C1=CC=CO1,0.64
562,CC(=O)C1=CC=CS1,1.25
563,FC(F)(F)C1=CC=CC=C1Cl,3.53
564,NC1=C(C=CC=C1)C(F)(F)F,2.41
565,CC(C)(C)C1=C(O)C=CC=C1,3.31
566,CC1=C(C=CC=C1)S(N)(=O)=O,0.84
567,NC1=CC=C(C(N)=C1)S(O)(=O)=O,-4.65
568,OC(=O)C1=C(Br)C=CC=C1,2.2
569,OC(=O)C1=CC=CC=C1I,2.4
570,NC(=O)C1=CC=CC=C1N,0.35
571,CC(C)C1=C(O)C=CC=C1,2.88
572,CC1=CC=CC=C1[N+]([O-])=O,2.3
573,[O-][N+](=O)C1=C(Cl)C=CC=C1,2.24
574,NC1=CC=CC=C1[N+]([O-])=O,1.85
575,OC1=C(C=CC=C1)[N+]([O-])=O,1.79
576,CCC(C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,3.56
577,OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.44
578,NC(=O)C1=C(C=CC=C1)C(N)=O,-1.73
579,OC(=O)C1=CC=CC=C1C(O)=O,0.73
580,O=C1NC(C(=O)N1)C1=CC=CC=C1,0.46
581,CC(=O)NC1=CC=CC=C1C(O)=O,1.88
582,OC(=O)C1=C(O)C=CC(Br)=C1,3.23
583,CC1=CC(C(O)=O)=C(O)C=C1,2.78
584,CC1=C(C=C(Cl)C=C1)[N+]([O-])=O,3.05
585,[O-][N+](=O)C1=C(Cl)C=CC(Cl)=C1,3.09
586,NC1=C(C=C(Cl)C=C1)[N+]([O-])=O,2.72
587,OC1=C(C=C(Cl)C=C1)[N+]([O-])=O,2.46
588,CC(C)C1=CC(Cl)=C(C)C=C1O,3.92
589,[O-][N+](=O)C1=CC(Cl)=C(Cl)C=C1Cl,3.48
590,COC(=O)C1=C(C)C=CC=C1,2.75
591,CCC(C)C1=C(O)C=CC=C1,3.27
592,CC(C)C1CCC(C)=CC1=O,2.85
593,C[C@@H]1CCC(=C(C)C)C(=O)C1,3.08
594,CC(C)C1=CC=C(C)C=C1O,3.3
595,OC(=O)C1=CC=C(O)C=C1O,1.63
596,ClC1=C(C=O)C=CC=C1,2.33
597,CCC1=C(O)C=CC=C1,2.47
598,OCC1=CC=CC=C1O,0.73
599,OC1=CC=CC=C1C=O,1.81
600,COC1=CC=CC=C1N,1.18
601,COC1=C(O)C=CC=C1,1.32
602,CC1=C2C=CC=CC2=CC=C1,3.87
603,ClC1=C2C=CC=CC2=CC=C1,4.0
604,OC1=CC=CC2=CC=CC=C12,2.85
605,O=C1N=NNC2=C1C=CC=C2,0.83
606,N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,4.2
607,CC1=CC(=O)OC2=C1C=CC(O)=C2,1.9
608,NC1=C(C=CC=C1)C1=CC=CC=C1,2.84
609,OC1=C(C=CC=C1)C1=CC=CC=C1,3.09
610,O=C1C2=C(CC3=C1C=CC=C3)C=CC=C2,3.66
611,NC1=C2C=CC=CC2=NC2=CC=CC=C12,2.74
612,O=C1C2=C(OC3=C1C=CC=C3)C=CC=C2,3.39
613,OC(C(O)=O)C1=CC=CC=C1,0.62
614,CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C,3.87
615,OC(C1=CC=CC=C1)C1=CC=CC=C1,2.67
616,O=C(C1=CC=CC=C1)C1=CC=CC=N1,1.88
617,COC1=CC=CC(OC)=C1O,1.15
618,N#CC1=CC=CC=C1C#N,0.99
619,COC1=CC=CC=C1OC,1.6
620,C1=CN=C2N=CN=CC2=N1,-0.58
621,C1=CC2=C(C=C1)N=CC=N2,1.32
622,C1=CC2=CC=CC=C2C=C1,3.3
623,C1=CC2=C(C=C1)N=CC=C2,2.03
624,COC1=C(C=CC=C1)[N+]([O-])=O,1.73
625,NS(=O)(=O)C1=C(Cl)C=C2N=C(CSCC3=CC=CC=C3)NS(=O)(=O)C2=C1,1.73
626,OC(=O)C1=C(NC2=CC=CC=C2)C=CC=C1,4.36
627,CC(C)C1=C(OCCN(C)C)C=C(C)C=C1,3.79
628,CC1=C(C)C2=CC=CC=C2N1,3.05
629,O=C1NC2=C(C=CC=C2)C1=O,0.83
630,CC1=CC2=CC=CC=C2C=C1,3.86
631,ClC1=CC=C2C=CC=CC2=C1,3.9
632,NC1=CC2=C(C=CC=C2)C=C1,2.28
633,CC1=CC2=CC=CN=C2C=C1,2.57
634,CC1=NC2=C(C=CC=C2)C=C1,2.59
635,O=C1OC2=C(C=CC=C2)C=C1,1.39
636,CCN(CC)C1=CC=CC=C1,3.31
637,NC1=NC(=NC(N)=N1)C1=CC=CC=C1,1.36
638,CN(C)CCN(CC1=CC=CS1)C1=CC=CC=N1,2.87
639,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1,3.27
640,NC1=C(Cl)C=C(C=C1)C1=CC(Cl)=C(N)C=C1,3.51
641,CC(=O)CC(=O)NC1=CC=C(C=C1C)C1=CC(C)=C(NC(=O)CC(C)=O)C=C1,1.75
642,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,0.12
643,C1=CC2=CC3=CC4=CC=CC=C4C=C3C=C2C=C1,5.76
644,O=C1CCN(N1)C1=CC=CC=C1,0.89
645,OC1=CC2=C(C=CC=C2)C=C1O,2.24
646,CCN(CCO)C1=CC=CC=C1,2.1
647,C1=CC=C(C=C1)C1=CC=CC=C1,4.01
648,C1CN(CCO1)C1=CC=CC=C1,1.36
649,C1CN(CCN1)C1=CC=CC=C1,1.1
650,CC(=O)OC(OC(C)=O)C1=CC=C(O1)[N+]([O-])=O,1.06
651,NC1=CC2=NC3=CC(N)=CC=C3C=C2C=C1,1.83
652,BrC1=CC=C(C=C1)C1=CC=CC=C1,4.96
653,NC1=CC=C(C=C1)C1=CC=CC=C1,2.86
654,OC1=CC=C(C=C1)C1=CC=CC=C1,3.2
655,OC(=O)C1=CC2=C(C=CC=C2)C=C1O,3.05
656,O1C(=CN=C1C1=CC=CC=C1)C1=CC=CC=C1,4.67
657,C1=CC2=NC3=CC=CC=C3N=C2C=C1,2.84
658,C1C2=CC=CC=C2OC2=C1C=CC=C2,4.23
659,N1C2=CC=CC=C2SC2=C1C=CC=C2,4.15
660,S1C2=CC=CC=C2SC2=C1C=CC=C2,4.47
661,BrC1=CC=C(C=C1)C1=CC=C(Br)C=C1,5.72
662,NC1=CC=C(C=C1)C1=CC=C(N)C=C1,1.34
663,OC(=O)C1=CC=C(C=C1)C1=CC=CC=C1,3.75
664,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=CC=C1,3.82
665,C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1,6.03
666,COC1=CC=C(OC)C(C=O)=C1,1.91
667,COC1=CC2=C(C=CC=C2)C=C1,3.47
668,COC1=CC=C(C=C1OC)C(O)=O,1.61
669,OC(=O)C1=CC=C2C=CC=CC2=C1,3.28
670,COC1=CC=CC=C1OCC(O)CO,1.39
671,COC1=CC=CC=C1NC(C)=O,0.67
672,CCC(=O)C1=CC=CC=C1,2.19
673,COC(=O)C1=CC=CC=C1,2.12
674,COC(=O)C1=CN=CC=C1,0.83
675,CN(C=O)C1=CC=CC=C1,1.09
676,CC(OC1=C(C)C=C(Cl)C=C1)C(O)=O,3.13
677,CC(OC1=C(Cl)C=C(Cl)C(Cl)=C1)C(O)=O,3.8
678,OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1,3.31
679,CCCCOC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1,4.81
680,CCOC(=O)C1=CC=CC=C1,2.64
681,O=C(OC(=O)C1=CC=CC=C1)C1=CC=CC=C1,2.26
682,O=C(NC1=CC=CC=C1)C1=CC=CC=C1,2.62
683,O=C(OC1=CC=CC=C1)C1=CC=CC=C1,3.59
684,CCOC(=O)CC(=O)C1=CC=CC=C1,1.87
685,CNCC(O)C1=CC=C(O)C=C1,-0.45
686,CCOC(=O)C1=CC=C(N)C=C1,1.86
687,CCCOC(=O)C1=CC=C(N)C=C1,2.43
688,CCCOC(=O)C1=CC=C(O)C=C1,3.04
689,OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,3.56
690,CCC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,1.01
691,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,2.27
692,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,3.51
693,CCCCOC(=O)C1=CC=C(N)C=C1,2.87
694,CCCCOC(=O)C1=CC=C(O)C=C1,3.57
695,OCCOC(=O)C1=CC=CC=C1,1.12
696,O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,3.46
697,O=C(C=CC1=CC=CC=C1)C1=CC=CC=C1,3.08
698,O=C(OCC1=CC=CC=C1)C1=CN=CC=C1,2.4
699,CC(C)CCOC(=O)C1=CC=CC=C1,4.15
700,O=C(OCCC1=CC=CC=C1)C1=CC=CC=C1,4.01
701,CCOC1=C(O)C=CC=C1,1.68
702,CC1=C(OCC(O)=O)C=CC(Cl)=C1,3.25
703,OC(=O)COC1=C(Cl)C=C(Cl)C=C1,2.81
704,OC(=O)CCCOC1=CC=C(Cl)C=C1Cl,3.53
705,ClCC1=CC=C(Cl)C=C1Cl,3.82
706,C1C=CC2=CC=CC=C12,2.92
707,N1N=NC2=C1C=CC=C2,1.44
708,S1C=CC2=C1C=CC=C2,3.12
709,S1C=NC2=CC=CC=C12,2.01
710,CC1=CC2=CC=CC=C2N1,2.53
711,CC(C)(C)NSC1=NC2=C(S1)C=CC=C2,4.67
712,CC1=C(C)C=CC=C1,3.12
713,CC1=C(O)C=CC=C1,1.95
714,CC1=C(Cl)C=CC=C1,3.42
715,ClC1=C(Cl)C=CC=C1,3.43
716,NC1=C(Cl)C=CC=C1,1.9
717,CC1=C(N)C=CC=C1,1.32
718,NC1=C(N)C=CC=C1,0.15
719,NC1=C(O)C=CC=C1,0.62
720,OC1=C(Br)C=CC=C1,2.35
721,OC1=CC=CC=C1Cl,2.15
722,CC1=CC(C)=C(C)C=C1,3.63
723,CC1=CC=C(N)C=C1C,1.84
724,CC1=C(C)C=C(O)C=C1,2.23
725,CC1=CC(C)=C(N)C=C1,1.68
726,CC1=C(O)C=CC(O)=C1,0.91
727,CC1=CC=C(C)C(Cl)=C1,3.86
728,CC1=CC=C(Cl)C=C1Cl,4.24
729,CC1=CC(Cl)=C(Cl)C=C1,3.95
730,OC1=CC=C(Cl)C(Cl)=C1,3.33
731,CC1=CC(N)=C(C)C=C1,1.83
732,CC1=C(N)C=C(N)C=C1,0.14
733,NC1=C(Cl)C=CC(Cl)=C1,2.75
734,NC1=C(N)C=C(Cl)C=C1,1.28
735,CC1=CC=C(O)C(N)=C1,1.16
736,NC1=CC(Cl)=CC=C1O,1.81
737,CC1=CC(O)=C(C)C=C1,2.33
738,OC1=CC=C(Cl)C(O)=C1,1.8
739,CC1=CN=C(C)C(Cl)=N1,1.5
740,CCOC(=O)C(=O)OCC,0.56
741,CC1=CC(C)=C(C)C=C1C,4.0
742,ClC1=CC(Cl)=C(Cl)C=C1Cl,4.64
743,OC1=C(Cl)C=C(Cl)C(Cl)=C1,3.72
744,C1OC1C1=CC=CC=C1,1.61
745,CCC(C)CC,3.6
746,ClCC(Cl)CCl,2.27
747,CCC(=O)CC,0.99
748,CCC(C)=NO,0.63
749,CNC(=O)NC,-0.49
750,COC(=O)C=C,0.8
751,CC1CCCC1,3.37
752,ClC1=CC=CS1,2.54
753,S=C1NCCN1,-0.66
754,O=C1CCCO1,-0.64
755,NC1=NC=CS1,0.38
756,CN1C=CC=C1,1.21
757,CC(OP(C)(F)=O)C(C)(C)C,1.78
758,CC(C)(C)C1=CC(=C(O)C=C1)C(C)(C)C,5.19
759,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,1.95
760,NC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,0.93
761,COC1=CC=C(N)C(=C1)[N+]([O-])=O,1.94
762,OC(=O)C1=C(O)C=CC(=C1)[N+]([O-])=O,2.34
763,CC1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O,2.35
764,[O-][N+](=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O,2.17
765,NS(=O)(=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O,0.66
766,CCOP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl,5.14
767,OC1=CC=C(Cl)C=C1CC1=CC(Cl)=CC=C1O,4.26
768,COC1=CC(=CC=C1O)C(O)CN,-1.05
769,COC1=C(O)C=CC(CC=C)=C1,2.27
770,COC1=CC(C=CC)=CC=C1O,3.04
771,CCCC(C)C(O)=O,1.8
772,CCOC(=O)C(C)=C,1.94
773,CCN(CC)C(=S)SSC(=S)N(CC)CC,3.88
774,CC(C)COC(=O)C(C)=C,2.66
775,CCCCOC(=O)C(C)=C,2.88
776,OCC1=CC=CO1,0.28
777,O=CC1=CC=CO1,0.41
778,O=CC1=CC=CS1,1.02
779,[I-].C[N+](C)(C)C1=CC=CC=C1,-2.74
780,CC(C)(C)C1=CC=CC=C1,4.11
781,FC(F)(F)C1=CC=CC=C1,3.01
782,NS(=O)(=O)C1=CC=CC=C1,0.31
783,NC1=CC(=CC=C1)C(F)(F)F,2.29
784,OC1=CC(=CC=C1)C(F)(F)F,2.95
785,NC1=CC=CC(=C1)S(N)(=O)=O,-0.38
786,[O-][N+](=O)C1=CC(=CC=C1)C(F)(F)F,2.62
787,CC1=CC=C(C=C1)C(C)(C)C,5.17
788,CC(C)(C)C1CCC(O)CC1,3.23
789,CC(C)(C)C1=CC=C(O)C=C1,3.31
790,CS(=O)(=O)C1=CC=C(Cl)C=C1,1.06
791,NS(=O)(=O)C1=CC=C(Cl)C=C1,1.15
792,CC(C)(C)C1=CC=C(C=C1)C(O)=O,3.85
793,OB(O)C1=CC=CC=C1,1.58
794,CC(C)C1=CC=CC=C1,3.66
795,CC(=C)C1=CC=CC=C1,3.48
796,CC(=O)C1=CC=CC=C1,1.58
797,OC(=O)C1CCCCC1,1.96
798,NC(=O)C1=CC=CN=C1,-0.37
799,[O-][N+](=O)C1=CC=CC=C1,1.85
800,NC(=O)C1=NC=CN=C1,-0.6
801,OC(=O)C1=CC=CC=N1,0.72
802,CC(=O)C1=CC=CC(Cl)=C1,2.51
803,CC(=O)C1=CC=CC(N)=C1,0.83
804,CC1=CC=CC(=C1)C(O)=O,2.37
805,NC1=CC=CC(=C1)C(O)=O,0.65
806,OC(=O)C1=CC(O)=CC=C1,1.5
