,SMILES,HL,LogHL
1466,CCCN(CCC)C(=O)SCC1=CC=CC=C1,1.3e-08,-7.886056648
1467,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,4.99e-06,-5.301899454
1468,CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,3.58e-08,-7.446116973
1469,ClC1=CC(Cl)=C(C(Cl)=C1Cl)C1=CC=CC=C1,0.00021,-3.677780705
1470,CC\C=C(/C)C(OC(=O)C1C(C=C(C)C)C1(C)C)C#C,0.000342,-3.465973894
1471,ClC1=CC=CC(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,2.9e-05,-4.537602002
1472,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,1.28e-12,-11.89279003
1473,CCN(CC(C)=C)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,0.000128,-3.89279003
1474,CCCCN(CCCC)SN(C)C(=O)OC1=C2OC(C)(C)CC2=CC=C1,5.12e-07,-6.290730039
1475,CC1=C(C)S(=O)(=O)CCS1(=O)=O,2.3e-11,-10.63827216
1476,ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C=CC=C1,0.00306,-2.514278574
1477,OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1,9.66e-10,-9.015022874
1478,CCCCCCCCSC(=O)OC1=CC(Cl)=NN=C1C1=CC=CC=C1,3.24e-10,-9.48945499
1479,ClC1=CC=C(Cl)C(=C1Cl)C1=CC=CC=C1,0.00022,-3.657577319
1480,CC(C)OC1=CC=CC(NC(=O)C2=C(C)C=CC=C2)=C1,1.17e-08,-7.931814138
1481,CN(C)C(=O)NC1=NOC(=C1)C(C)(C)C,1.35e-10,-9.869666232
1482,CC(C)C(O)(C1=CC=C(OC(F)(F)F)C=C1)C1=CN=CN=C1,1.31e-09,-8.882728704
1483,ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC=C(Cl)C(Cl)=C1,7.4e-05,-4.13076828
1484,COP(=S)(OC)OC1=C(Cl)C=C(C)C=C1Cl,0.000154,-3.812479279
1485,COC1=C(Cl)C(Cl)=C(Cl)C=C1O,8.8e-07,-6.055517328
1486,ClC1=CC2=C(C=C1Cl)C1=C(O2)C(Cl)=C(Cl)C(Cl)=C1,5.01e-06,-5.300162274
1487,O=C1CCC2=C3N1CCC3=CC=C2,6.84e-11,-10.1649439
1488,COC(=O)C(C)N(C(=O)C1=CC=CO1)C1=C(C)C=CC=C1C,9.05e-10,-9.043351421
1489,CCNC(=O)NC(=O)C(=NOC)C#N,3.31e-10,-9.480172006
1490,CC1=CC=CC(C)=C1N(C1CCOC1=O)C(=O)CCl,3.81e-10,-9.419075024
1491,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,9.33e-07,-6.030118356
1492,CN1C=C(C(=O)C(=C1)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,8.1e-09,-8.091514981
1493,OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,7e-09,-8.15490196
1494,CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,1.72e-09,-8.764471553
1495,ClC1=CC(=CC=C1)C1=C(Cl)C=C(Cl)C=C1Cl,0.00021,-3.677780705
1496,FC(F)(F)C1=CC=CC(=C1)N1CC(CCl)C(Cl)C1=O,3.86e-08,-7.413412695
1497,CC(C)(SC(=O)N1CCCCC1)C1=CC=CC=C1,6.93e-08,-7.159266765
1498,CN1C=CSC1=NC1=C(C)C=C(C)C=C1,3.45e-08,-7.462180905
1499,ClC1=CC(Cl)=C(Cl)C(Cl)=C1C1=CC=CC(Cl)=C1Cl,3.9e-05,-4.408935393
1500,COC(=O)C(\C)=C\OP(=S)(OC)OC,9.48e-07,-6.023191663
1501,CN(C)C(=O)SCCCCOC1=CC=CC=C1,1.39e-08,-7.8569852
1502,CCN(CC1=C(Cl)C=CC=C1F)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,1.9e-06,-5.721246399
1503,COC(=O)[C@@H](C)N(C(=O)C1=CC=CC=C1)C1=CC(Cl)=C(F)C=C1,2.07e-07,-6.684029655
1504,CC(C)OC(=O)[C@@H](C)N(C(=O)C1=CC=CC=C1)C1=CC(Cl)=C(F)C=C1,2.55e-08,-7.59345982
1505,CCC1OCC(COC2=CC=C(OC3=CC=CC=C3)C=C2)O1,6.65e-08,-7.177178355
1506,CCSC1=NN=C(C(=O)N1N)C(C)(C)C,5.37e-09,-8.270025714
1507,CCCCCCCCCC1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1,1.4e-08,-7.853871964
1508,FC(F)(F)OC1=CC=C(NC(=O)NC(=O)C2=CC=CC=C2Cl)C=C1,5.66e-09,-8.247183569
1509,COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(Cl)C=CC=C2)=N1,3.42e-16,-15.46597389
1510,ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C=C1,6.6e-05,-4.180456064
1511,CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2,1.34e-09,-8.872895202
1512,ClC1=CC=C(CN(C2CCCC2)C(=O)NC2=CC=CC=C2)C=C1,4.93e-12,-11.30715308
1513,NC1=NC(NC2CC2)=NC(N)=N1,5.65e-14,-13.24795155
1514,CCCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,1.42e-08,-7.847711656
1515,CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1,3.18e-09,-8.49757288
1516,CC1(C)C(C(Br)C(Br)(Br)Br)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,3.94e-10,-9.404503778
1517,ClC1=CC2=C(OC3=C(Cl)C(Cl)=C(Cl)C=C3O2)C=C1,7.6e-06,-5.119186408
1518,CC1=CC=CC(C)=C1N(CN1C=CC=N1)C(=O)CCl,5.67e-10,-9.246416941
1519,CC(CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C,8.69e-08,-7.060980224
1520,CC1(C)CNC(NN=C(C=CC2=CC=C(C=C2)C(F)(F)F)C=CC2=CC=C(C=C2)C(F)(F)F)=NC1,2.2e-06,-5.657577319
1521,ClC1=CC2=C(OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C23)C(Cl)=C1Cl,1.41e-05,-4.850780887
1522,CC(CN1C[C@H](C)O[C@H](C)C1)CC1=CC=C(C=C1)C(C)(C)C,2.44e-06,-5.612610174
1523,CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1,1.64e-08,-7.785156152
1524,CC1(C)C(\C=C(/Cl)C(F)(F)F)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,1.48e-06,-5.829738285
1525,ClC1=NC=CC(NC(=O)NC2=CC=CC=C2)=C1,2.88e-12,-11.54060751
1526,ClC1=CC=C(C(Cl)=C1)C1=C(Cl)C=CC=C1Cl,0.00014,-3.853871964
1527,ClC1=CC(=CC(Cl)=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1,5.6e-05,-4.251811973
1528,ClC1=CC=C(C(Cl)=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,5.1e-05,-4.292429824
1529,ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C=CC=C1Cl,3.9e-05,-4.408935393
1530,ClC1=CC=CC(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,1.4e-05,-4.853871964
1531,ClC1=CC(=C(Cl)C(Cl)=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,1.4e-05,-4.853871964
1532,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1,2.9e-08,-7.537602002
1533,CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1,5.13e-11,-10.28988263
1534,CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C,4.2e-06,-5.37675071
1535,NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,1.72e-11,-10.76447155
1536,COC(=O)C(C)OC1=CC=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C=C1,3.19e-07,-6.496209317
1537,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(OC(F)F)C=C1,8.61e-08,-7.064996849
1538,CCOC(=O)[C@@H](C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1,1.59e-08,-7.798602876
1539,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC(Cl)=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C(Cl)=C1,1.8e-12,-11.74472749
1540,CN1N=C(C)C(C(=O)C2=C(Cl)C=C(Cl)C=C2)=C1OCC(=O)C1=CC=CC=C1,2.12e-10,-9.673664139
1541,COC(=O)C(C)N(C(=O)CC1=CC=CC=C1)C1=C(C)C=CC=C1C,1.16e-07,-6.935542011
1542,ClC1=CC2=C(C=C1)N=C([N-][N+]2=O)N1C=CN=C1,2.16e-11,-10.66554625
1543,FC(F)(F)C1=C(SC(Cl)=N1)C(=O)OCC1=CC=CC=C1,2.48e-07,-6.605548319
1544,CC(C)=CC1C(C(=O)OCN2C(=O)CN(CC#C)C2=O)C1(C)C,6.05e-11,-10.21824463
1545,CN(C(=O)COC1=NC2=CC=CC=C2S1)C1=CC=CC=C1,4.71e-10,-9.326979093
1546,ClC1=CC(=CC=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1,0.0001,-4.0
1547,NC1=C(C=CC(OC2=CC=CC=C2)=C1Cl)[N+]([O-])=O,1.67e-08,-7.777283529
1548,ClC1=CC=CC=C1C1=NN=C(N=N1)C1=C(Cl)C=CC=C1,3.9e-10,-9.408935393
1549,COC(=O)C1=C(C=CC=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=NC(C)=N1,1.32e-16,-15.87942607
1550,ClC1=CC=C(C=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,1.5e-05,-4.823908741
1551,ClC1=CC(=CC(Cl)=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,2.9e-05,-4.537602002
1552,ClC1=CC=CC(C2=CNC=C2C#N)=C1Cl,5.39e-09,-8.268411235
1553,C#CC(=NOCC1OCCO1)C1=CC=CC=C1,6.08e-08,-7.216096421
1554,CCOC(=O)C(C)OC1=CC=C(OC2=CN=C3C=C(Cl)C=CC3=N2)C=C1,1.06e-08,-7.974694135
1555,OC(CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=C(F)C=CC=C1,1.63e-13,-12.7878124
1556,CC(C)(C)[C@@H](O)[C@@H](CC1=CC=C(Cl)C=C1)N1C=NC=N1,8.28e-11,-10.08196966
1557,CCCSP(=O)(OCC)OC1=CN(N=C1)C1=CC=C(Cl)C=C1,1.73e-10,-9.761953897
1558,CCOC(=O)C(C)OC(=O)C1=C(C=CC(OC2=C(Cl)C=C(C=C2)C(F)(F)F)=C1)[N+]([O-])=O,4.72e-07,-6.326058001
1559,COCC(=O)N(N1CCOC1=O)C1=C(C)C=CC=C1C,2.67e-12,-11.57348874
1560,C[C@H]1[C@@H](SC(=O)N1C(=O)NC1CCCCC1)C1=CC=C(Cl)C=C1,2.37e-08,-7.625251654
1561,CC1=C(F)C(F)=C(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)C(F)=C1F,0.00165,-2.782516056
1562,CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,3.28e-09,-8.484126156
1563,CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,5.42e-08,-7.266000713
1564,CC1(C)CON(CC2=C(Cl)C=CC=C2)C1=O,4.13e-08,-7.384049948
1565,OC(C1=CC=CC=C1)C1=C(NC(=O)C2=CC=NC=C2)C=CC(Cl)=C1,2.11e-07,-6.675717545
1566,CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1,1.27e-09,-8.896196279
1567,CCOC(=O)CCN(SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2)C(C)C,1.35e-08,-7.869666232
1568,CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](\C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,1e-06,-6.0
1569,CN1N=C(C)C(C(=O)C2=C(Cl)C(C)=C(Cl)C=C2)=C1OCC(=O)C1=CC=C(C)C=C1,4.24e-07,-6.372634143
1570,COC(=O)C1=C(CS(=O)(=O)NC(=O)NC2=NC(OC)=CC(OC)=N2)C=CC=C1,3.78e-15,-14.4225082
1571,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=C(F)C(Cl)=C(F)C(Cl)=C1,1.58e-10,-9.801342913
1572,CCOC(=O)CCN(CC1=CC=CC=C1)SN(C)C(=O)O\N=C(\C)SC,9.2e-10,-9.036212173
1573,FC1=CC=C(NC(=O)C2=C(OC3=CC(=CC=C3)C(F)(F)F)N=CC=C2)C(F)=C1,3.25e-07,-6.488116639
1574,CC(C)(C)C(O)C(=C/C1=C(Cl)C=C(Cl)C=C1)\N1C=NC=N1,3.97e-07,-6.401209493
1575,CCN(C(C)C(C)C)C(=O)SCC1=CC=CC=C1,5.4e-07,-6.26760624
1576,FC(F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl,9.96e-06,-5.001740662
1577,ClC1=CC=C(CSC(CN2C=NC=N2)=NC2=C(Cl)C=C(Cl)C=C2)C=C1,2.03e-10,-9.692503962
1578,CCC1=CC=CC(C)=C1N(COC(C)C)C(=O)CCl,6.09e-08,-7.215382707
1579,CCOC1=CC=C(NC(=O)OC(C)C)C=C1OCC,8.33e-07,-6.079354999
1580,CCOCCOC(=O)C(C)OC1=CC=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C=C1,1.21e-11,-10.91721463
1581,COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C,8.2e-08,-7.086186148
1582,CC(C)[C@]12CC[C@](C)(O1)[C@@H](C2)OCC1=C(C)C=CC=C1,4.34e-07,-6.36251027
1583,CCON=C(CC)C1=C(O)CC(CC1=O)C1=C(C)C=C(C)C=C1C,2.41e-10,-9.617982957
1584,FC(F)(F)C(=NOCC1OCCO1)C1=CC=C(Cl)C=C1,3.87e-06,-5.412289035
1585,C\C(=N\NC1=NC(C)=CC(C)=N1)C1=CC=CC=C1C,6.36e-11,-10.19654288
1586,CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1,7.1e-10,-9.148741651
1587,CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,1.92e-06,-5.716698771
1588,CCOP(=O)(SC(C)CC)SC(C)CC,1.29e-06,-5.88941029
1589,CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C,2.85e-06,-5.54515514
1590,CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O,4.72e-05,-4.326058001
1591,COC1=C(CN(C(=O)CCl)C2=C(C)C=CC=C2C)SC=C1,8.14e-09,-8.089375595
1592,CCOC1=NC(NC)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC=C2)C(=O)OC)=N1,1.84e-15,-14.73518218
1593,CC1COC2=C(C=CC=C2)N1C(=O)C(Cl)Cl,7.58e-08,-7.120330794
1594,CCOP(=O)(SC(C)CC)N1CCSC1=O,1.74e-10,-9.759450752
1595,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)C1C(=O)CCCC1=O,9.83e-11,-10.00744648
1596,CCCCCC(C)OC(=O)COC1=CC=C(Cl)C2=CC=CN=C12,8.1e-10,-9.091514981
1597,CC1(C)[C@@H](\C=C/C(=O)OC(C(F)(F)F)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,1.18e-08,-7.928117993
1598,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)N(C)C1=NC(OC)=NC(C)=N1,1.02e-13,-12.99139983
1599,CCC(N(CC1=CC=CO1)C(=O)N1C=CN=C1)C(=O)OCCCC=C,4.99e-09,-8.301899454
1600,CCOC(=O)C1=NN(C(=N1)C(Cl)(Cl)Cl)C1=C(Cl)C=C(Cl)C=C1,3.94e-09,-8.404503778
1601,FC1=CC2=C(C=C1N1C(=O)C3=C(CCCC3)C1=O)N(CC#C)C(=O)CO2,6.28e-07,-6.202040356
1602,OC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,2.53e-12,-11.59687948
1603,OC1=C(C2CC(CC3=C2C=CC=C3)C2=CC=C(C=C2)C2=CC=C(Br)C=C2)C(=O)SC2=CC=CC=C12,1e-06,-6.0
1604,CCOC1=CC=C(C=C1)[Si](C)(C)CCCC1=CC(OC2=CC=CC=C2)=C(F)C=C1,1.01e-05,-4.995678626
1605,C[C@@H](OC1=CC=C(OC2=NC=C(Cl)C=C2F)C=C1)C(=O)OCC#C,2.76e-09,-8.559090918
1606,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,1.45e-10,-9.838631998
1607,CCOC1=CC=C(C=C1)C(COCC1=CC(OC2=CC=C(Cl)C=C2)=CC=C1)C(F)(F)F,2.31e-07,-6.63638802
1608,CC#CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,1.65e-08,-7.782516056
1609,COC1=C(OC)C=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1,2.01e-10,-9.696803943
1610,C[C@@H](OC1=CC=C(OC2=NC3=C(C=C(Cl)C=C3)N=C2)C=C1)C(=O)OCCON=C(C)C,3.06e-12,-11.51427857
1611,CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,2.14e-06,-5.669586227
1612,CCOC(=O)CSC1=NC(=NN1C(=O)N(C)C)C(C)(C)C,1.15e-10,-9.93930216
1613,FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,4.24e-09,-8.372634143
1614,CCC1=CC=C(C=C1)C(=O)NN(C(=O)C1=CC(C)=CC(C)=C1)C(C)(C)C,1.26e-08,-7.899629455
1615,C[C@@H](OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1)C(O)=O,2.2e-09,-8.657577319
1616,ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1,8.31e-08,-7.080398976
1617,ClC1=CC(Cl)=C(C=C1)C1(CN2C=NC=N2)CC(Br)CO1,2.99e-10,-9.524328812
1618,COC(=O)CSC1=C(Cl)C=C(F)C(=C1)N=C1SC(=O)N2CCCCN12,2.07e-09,-8.684029655
1619,COC(=O)C1=C(CC(C)C)C(C2=NCCS2)=C(N=C1C(F)F)C(F)(F)F,4.69e-07,-6.328827157
1620,CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,1.07e-07,-6.970616222
1621,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCC1=C(F)C(F)=CC(F)=C1F,2.57e-05,-4.590066877
1622,NC(=O)C1=NN(C(=N1)C1=CC=CC=C1)C1=CC(COCC(F)(F)C(F)(F)F)=C(Cl)C=C1,9.1e-08,-7.040958608
1623,CC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(OC2=CC=C(Cl)C=C2)C=C1,8.91e-12,-11.0501223
1624,CC(OC1=CC=C(OC2=CN=C3C=C(Cl)C=CC3=N2)C=C1)C(=O)OCC1CCCO1,5.63e-10,-9.249491605
1625,NC1=C(C(=NN1C1=C(Cl)C=C(C=C1Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F,8.42e-10,-9.074687909
1626,CC(C)(C)C1=CC=C(CCOC2=NC=NC3=C2C=CC=C3)C=C1,4.67e-08,-7.330683119
1627,CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,8.39e-08,-7.076238039
1628,CC1(C)OC(CN1C(=O)C(Cl)Cl)C1=CC=CO1,9.2e-11,-10.03621217
1629,CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl,6.37e-13,-12.19586057
1630,CCS(=O)(=O)C1=CC=CN=C1S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,6.42e-10,-9.192464972
1631,[Na+].COC1=CC(OC)=NC(SC2=C(C([O-])=O)C(Cl)=CC=C2)=N1,2.27e-17,-16.64397414
1632,CC1(C)CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,2.59e-09,-8.586700236
1633,CC(C)C1CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,2.51e-09,-8.600326279
1634,CCN(CC)C(=O)N1C=NC(=N1)S(=O)(=O)C1=C(C)C=C(C)C=C1C,4.13e-12,-11.38404995
1635,CCOC1=CC=CC=C1OS(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,1e-08,-8.0
1636,CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O,2.96e-09,-8.528708289
1637,CCC(NC1=NC=NC(C)=C1Cl)C1=CC=C(OC(F)F)C=C1,3.15e-08,-7.501689446
1638,FC1(F)OC2=CC=CC(=C2O1)C1=CNC=C1C#N,5.32e-10,-9.274088368
1639,CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,4.55e-08,-7.341988603
1640,CO\C=C(\C(=O)OC)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1,7.3e-14,-13.13667714
1641,CCC1(CC2(CO2)C2=CC(Cl)=CC=C2)C(=O)C2=CC=CC=C2C1=O,6.41e-10,-9.19314197
1642,CNC(=O)C(=N\OC)\C1=CC=CC=C1OC1=CC=CC=C1,3.95e-10,-9.403402904
1643,CSC(=O)C1=CC=CC2=C1SN=N2,1.19e-07,-6.924453039
1644,CCOC(=O)C1=NN(C2=C(Cl)C=C(Cl)C=C2)C(C)(C1)C(=O)OCC,1.16e-09,-8.935542011
1645,CON=C(C)C1=CC=CC(OC2=NC(OC)=CC(OC)=N2)=C1C(=O)OC,1.22e-09,-8.913640169
1646,FC1=CC2=C(C=C1)N=C(N1C=NC=N1)N(C2=O)C1=C(Cl)C=C(Cl)C=C1,2.06e-11,-10.68613278
1647,COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)NC2=CC=CC=C2C(=O)C2CC2)=N1,5.38e-07,-6.269217724
1648,CCCC(=O)C1=C(C)C=C(C)C(C2CC(O)=C(C(CC)=NOCC)C(=O)C2)=C1C,5.71e-10,-9.243363892
1649,[O-][N+](=O)\N=C1/NCCN1CC1=CN=C(Cl)C=C1,1.65e-15,-14.78251606
1650,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1=C(ON=C1)C1CC1,1.85e-10,-9.732828272
1651,CCS(=O)(=O)C1=C(N2C=CC=CC2=N1)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,2.28e-11,-10.64206515
1652,CC(C)N(C(=O)COC1=NN=C(S1)C(F)(F)F)C1=CC=C(F)C=C1,5.76e-09,-8.239577517
1653,CO\N=C(\C(=O)OC)C1=C(COC2=C(C)C=CC=C2)C=CC=C1,3.55e-09,-8.449771647
1654,CCOC1=NC(F)=CC2=NC(=NN12)S(=O)(=O)NC1=C(C=CC=C1Cl)C(=O)OC,1.06e-17,-16.97469413
1655,CC(O)C(C)O[N+]([O-])=O,9.9e-08,-7.004364805
1656,CCC(O)CO[N+]([O-])=O,1.72e-07,-6.764471553
1657,CCC(CO)O[N+]([O-])=O,1.67e-07,-6.777283529
1658,CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F,1.03e-07,-6.987162775
1659,CCN(C1CCCCC1)C(=O)N1N=NN(C1=O)C1=CC=CC=C1Cl,7.51e-11,-10.12436006
1660,CC(C)C(C(=O)OC(C#N)C1=CC(OC2=CC=C(Br)C=C2)=CC=C1)C1=CC=C(OC(F)F)C=C1,2e-07,-6.698970004
1661,CC(C)OC(=O)C1=CC(C2=NN(C)C(=C2Br)C(F)(F)F)=C(F)C=C1Cl,7.79e-07,-6.108462542
